event_id,timestep,regime,true_direction,predicted_direction,confidence,volatility,latency_ms,liquidity,spread,order_imbalance,drift,monitor_risk_score,unsafe_condition
0,0,normal,1,1,0.9413750848239,0.2456895729152743,11.762852904419464,0.6874545181655259,0.05173138330128722,1.0,0.4388279481709564,0.2868120715795684,False
1,1,normal,1,-1,0.5854280549092848,0.15302500175349934,14.476757912178439,0.6224615118392534,0.02704561533924591,0.09884510370908761,0.4315500165886608,0.3643839776162262,False
2,2,normal,1,1,0.6159159196752775,0.30812796387408686,14.36729808798829,0.6094059449102937,0.017022874426185268,0.5939210971453375,0.4368074793319009,0.22508959092819109,False
3,3,normal,-1,1,0.6151347088752486,0.4691357279619129,20.318128808649327,0.9180140487398342,0.0279744278662344,-0.10802959513338273,0.4433549043643792,0.11515279011771345,False
4,4,normal,1,1,0.9149420216983685,0.386609726988318,10.995448707929928,0.5316197071087195,0.032099589074093875,-0.5040380910714614,0.4297215033248876,0.2242766108610284,False
5,5,normal,-1,1,0.3625991673977357,0.5493201657653304,2.2803426426416085,0.959126824599157,0.029513350553432217,0.4443756750082364,0.4205113334275535,0.1559246784063337,False
6,6,normal,-1,-1,0.5278541729403554,0.45225669910639177,7.348639989441075,0.7509516119969389,0.03616394428316671,-0.3362954672160069,0.42141942507689684,0.2045851150349063,False
7,7,normal,1,1,0.7727778377652758,0.4247929287326705,10.211864056449157,0.834814872762323,0.05214915068193635,0.3092321333570971,0.4191715149978508,0.19990005916763298,False
8,8,normal,1,1,0.8922424409299823,0.5878230772247378,12.073957615527602,0.8206757824744982,0.01289741476996624,0.25965749744449806,0.4190519450641201,0.29176347420689663,False
9,9,normal,1,1,0.9391261969800202,0.34963872623297865,16.23956781374519,0.7909981431652332,0.024884747045665644,0.0967981472198709,0.4129619763336402,0.2599011192817667,False
10,10,normal,1,1,0.692917273563875,0.3694930302417245,9.954946426046119,0.9158806563602782,0.045442305704150684,-0.003084216821777619,0.41923949421130197,0.23961580630050938,False
11,11,normal,1,1,0.9551979104662965,0.36110012137081915,9.342565206303192,0.5861293158067576,0.02487664663374593,1.0,0.42475851970035655,0.21966354009558614,False
12,12,normal,1,1,0.55720676041833,0.5477769692681459,10.754567833829046,0.6972165454456949,0.03799764243887863,0.03796364797502805,0.4252256152611996,0.41181387032946304,False
13,13,normal,1,1,0.7431949386170713,0.36361829681934515,9.887046701741431,0.613005203424507,0.0365069820347871,0.30780118829272807,0.43316458844254213,0.3279961675620674,False
14,14,normal,1,-1,0.43827893307842525,0.2858504814547779,12.719032586044207,0.5115554432008897,0.04260605052942168,-0.30736434036466476,0.4364376634403043,0.4230671307000803,False
15,15,normal,-1,-1,0.8952337024924304,0.43356234936368765,12.45686580517631,0.6362180379264968,0.049298351618572746,0.01962940310680228,0.4304128480814546,0.3908737121629173,False
16,16,normal,-1,-1,0.909830246593978,0.26534912670077504,18.909308407078523,0.9400654901647638,0.03352676355431944,-0.665524863682217,0.43300304027618375,0.1606933156889943,False
17,17,normal,1,1,0.8754223655433395,0.4266418658463603,10.462375821267031,0.6950837688437228,0.012656736265723674,0.8585503843924229,0.42625284332689306,0.36880545094478634,False
18,18,normal,1,1,0.6449449951254106,0.4129047793159736,13.671526235867416,0.9534267918248643,0.02318519230363322,0.17413698846688286,0.43243867218953425,0.23541086960270483,False
19,19,normal,-1,1,0.5662619031798921,0.34048049858905927,12.731592098483254,0.9657322046325134,0.05204558691303679,0.35789935548851903,0.43208818725838744,0.2754479800177313,False
20,20,normal,-1,-1,0.8309041968593492,0.4309763184944979,19.490739267714137,1.0,0.01602749348743971,0.43188966544084684,0.4307892984407873,0.27323043190558616,False
21,21,normal,1,1,0.612876561472041,0.18406416088801864,14.636519821913147,0.94458000027178,0.03507993999490823,0.0016981302766190254,0.4259895252502085,0.14000310913017333,False
22,22,normal,1,1,0.5732986171198313,0.3830144279473026,20.730201488060317,0.9982086451294134,0.005069984565914645,0.7467324308951837,0.434589733883043,0.1996600072197164,False
23,23,normal,-1,-1,0.8837989290020777,0.3078188522866311,9.706204995707068,0.7543395461693757,0.016689811994701577,0.15138989946082426,0.433506984466389,0.1995970656776103,False
24,24,normal,1,1,0.7619900699020756,0.7065215546028569,15.197160984123053,0.7429594477794293,0.03903536385344486,0.5652349135116856,0.4304992532871441,0.3203352454205727,False
25,25,normal,1,-1,0.35148179075451247,0.3815009458716898,12.544699916039532,0.7511391733339502,0.030495841705081347,-0.34323046173769245,0.42801937514864913,0.08602254698033082,False
26,26,normal,1,1,0.7591828071291231,0.2916095163246624,9.323894494465971,0.7154662147143037,0.0264167692219582,1.0,0.4317656229867489,0.16741883827181778,False
27,27,normal,-1,-1,0.8164041081113202,0.19803668507302558,15.137076267026343,0.7332132615005889,0.022068386964378323,-0.2965993441054843,0.4343289339939538,0.2118538545496668,False
28,28,normal,-1,-1,0.7717148873332453,0.5203702937307548,24.16236280041155,0.8052846677260558,0.010281160617502227,-0.20025141980085825,0.43721550115442925,0.38834229383067925,False
29,29,normal,1,1,0.6248013846873914,0.32201797320420344,11.257207949133875,0.65888433772677,0.03721668680791319,0.2823632587691782,0.4402189954705675,0.327024111946391,False
30,30,normal,1,-1,0.6685556903564109,0.27053807424382514,15.002750874241205,0.5482848336286543,0.02762856497856934,-0.2207234670843221,0.45500322292875456,0.2503835121432885,False
31,31,normal,1,1,0.8804217968987893,0.4055775559782952,9.056573925813886,0.7574569354709367,0.015207946290528426,0.8565665511063725,0.45221650297208044,0.18602316112410885,False
32,32,normal,-1,-1,0.7464622548326533,0.4428354123899995,8.293393350185642,0.6309680977839652,0.03068618970966137,-0.40934370580680424,0.44869152621321085,0.28428010767220324,False
33,33,normal,1,1,0.7504905344097713,0.4403806304350565,11.608240629278534,0.6438421575435089,0.03612923356809084,-0.49686335743617804,0.44306278449912995,0.23032199932140357,False
34,34,normal,1,1,0.8159487394713176,0.36710271735236005,13.328698268673028,0.6970834790941101,0.028361183088974666,0.6575431469757795,0.4473266658523665,0.09667643987246327,False
35,35,normal,1,1,0.6670378604259668,0.3846117102327598,13.612796299852523,0.6689356986108522,0.031620994089886625,-0.04165292399771259,0.45508893806353407,0.159421588770291,False
36,36,normal,1,1,0.8122676436536969,0.3932753081953043,14.504343653693466,0.846860411811107,0.030832971248508815,0.7591150090438279,0.4543085911361997,0.35300439395124095,False
37,37,normal,1,-1,0.34692675631392345,0.4052208959812085,7.3466043249426445,0.6941083399726038,0.023314453206407484,-0.28881753139055966,0.44853344105743675,0.4085639850541153,False
38,38,normal,-1,-1,0.7729465783154834,0.41526916242607576,12.412904055896966,0.8538276054108878,0.030856548803146068,0.12582070772570364,0.44282938917897857,0.30409139235380456,False
39,39,normal,1,1,0.6631428500143142,0.496067673451256,18.087459830585612,0.738935275237386,0.037720170508590285,0.014302091387771831,0.4473334329459047,0.3171764769636379,False
40,40,normal,1,1,0.6681916017673286,0.37201491695045275,8.82838531611537,0.703180412961839,0.04077585275413791,0.19689488392465737,0.4524513350735072,0.15581850392462185,False
41,41,normal,1,1,0.944572261361821,0.26760087401358934,13.873652798833264,0.7324926456238291,0.03838136529548136,0.28337177402409774,0.4561726591323275,0.22071207974937396,False
42,42,normal,-1,-1,0.7859225894284554,0.3478460808923797,17.077105620879447,0.5588755481056209,0.023668349919424535,-0.9399464327277398,0.4516108526486384,0.34733549507144773,False
43,43,normal,-1,-1,0.8007406485401168,0.4557741911069475,11.714304818581484,0.7543128684494852,0.03680058465874759,0.2015376804087632,0.45320492858747913,0.3534195982797805,False
44,44,normal,1,1,0.5788620138918678,0.15101714793313734,17.339662215949744,0.8155823132063402,0.035102724626083714,-0.2825452783860758,0.4540050293931881,0.23251718370617114,False
45,45,normal,1,-1,0.4202998241478952,0.15185999460937832,8.038389247395937,0.8324618447783361,0.02336894304202969,0.19569840479681955,0.4555025805401364,0.23526589849451918,False
46,46,normal,1,1,0.8261212118704347,0.4763375758725029,20.133803169094946,0.5508235567103166,0.02589420558125651,0.6205664367050876,0.46144441305423994,0.5106771570186879,False
47,47,normal,1,1,0.7994136265947506,0.5487109760399456,17.532702706891378,0.5306853853166138,0.03735247958860975,0.3465723545976025,0.46296238017786245,0.3581599435014565,False
48,48,normal,1,1,0.5645970178646295,0.21493147847022742,16.018765631352473,0.6481773908522482,0.04437973944877213,0.5866598776754055,0.4675548267256422,0.4720332871269187,False
49,49,normal,1,1,0.8007137916657081,0.3788561712059983,21.368174828013274,0.8787186359943047,0.012499408064921117,0.5746843407950235,0.4680105870605087,0.06724484218908416,False
50,50,normal,1,1,0.8166558803549689,0.3190503492413146,14.112915727125438,0.7389204369965444,0.04704010391865572,0.259004939371841,0.46995762791356394,0.19699499057737754,False
51,51,normal,-1,1,0.60837619981987,0.33611969617644244,12.70426420932542,0.6191011235138659,0.04233191391653419,0.5670568137510128,0.47419309645437263,0.3029592074963163,False
52,52,normal,-1,-1,0.7144768881061657,0.4031021060068343,22.577792216971385,0.5384965560035029,0.03256379119638806,0.03602208047718625,0.4643838495606443,0.389391943649806,False
53,53,normal,1,1,0.555793127986433,0.21107721622923264,24.901560508015777,0.6309439684971481,0.028139431011682717,0.01829424201558849,0.462216437105225,0.24200351353953933,False
54,54,normal,1,-1,0.38032292481948443,0.233035618502995,12.204948954377837,0.6230924897287642,0.03441254071964141,-0.13423147127125357,0.4590171856208315,0.20105298196971153,False
55,55,normal,-1,-1,0.6702934961131443,0.3293151305233208,15.068505516370346,0.8259019092183365,0.024050178946274432,-1.0,0.4546527127386778,0.39671309423617546,False
56,56,normal,1,1,0.8536708877779975,0.3478315603837444,20.84734328679076,0.8352840042216104,0.028656245656258537,-0.4165813445463574,0.45276632131043615,0.2002128428645586,False
57,57,normal,-1,-1,0.5083263411604682,0.231182047076831,15.313007771660663,0.5869744475299424,0.015805329656681993,-0.03753361770088015,0.4629665975893155,0.15670803694180394,False
58,58,normal,-1,-1,0.7351643539927378,0.4604650760195811,18.629530947280237,0.8038140433538887,0.013069653034701874,-0.470713093939642,0.45707355044878983,0.4051187984018596,False
59,59,normal,1,1,0.9225795473577255,0.3162588024850522,19.611307528112015,0.7909979324343503,0.053887000658063997,0.05867299491625366,0.46366119258376276,0.3337885825322927,False
60,60,normal,1,1,0.7807212462833635,0.31459983023576366,12.805912559320085,0.5722639478574202,0.03105690533973709,0.40901750037699913,0.45217942963785046,0.3676930180960158,False
61,61,normal,1,1,0.8696316816176424,0.39890669730252537,17.695384714996276,0.703951642160702,0.03243540730701614,0.2577614998152402,0.44987642474937256,0.3059730016162578,False
62,62,normal,1,1,0.6158201666448913,0.3496306496732555,15.57700795155875,0.7548186843378056,0.030104629205053916,-0.002828002555542941,0.45099642801355433,0.1426342701189063,False
63,63,normal,1,1,0.6198010486793677,0.4659990988334559,9.555807535811855,0.7331867452182764,0.02218248555936209,-0.28837855519503985,0.45501881284758333,0.2826445798726391,False
64,64,normal,1,-1,0.6237242457845235,0.25397670506296294,10.730729535781432,0.507945143103739,0.027447868054252478,-1.0,0.45987409599042894,0.14508524531291392,False
65,65,normal,1,1,0.7901215365757254,0.19883938041655042,12.459977143151539,0.7285212768906605,0.03149497958738358,0.7595098848170037,0.46525772064167276,0.21949295161596888,False
66,66,normal,1,-1,0.4903274362209144,0.3291150411039604,20.345763154796487,0.7893201479639664,0.028588363075655546,-0.4718365250743508,0.4628954875979331,0.299585233060474,False
67,67,normal,1,1,0.6681847171893004,0.37320368015776206,20.484817964011484,0.9027710287396544,0.022995013451722474,0.8601622411802605,0.4597533940556055,0.3151691642386849,False
68,68,normal,1,1,0.7900781728950231,0.21766677737446866,19.474163844901778,0.6324990634494052,0.03538178681218098,0.24412591264052663,0.4655749066617111,0.2447347546590756,False
69,69,normal,-1,-1,0.6654062431659904,0.19989760585132135,17.914796176756283,0.647403194612251,0.03245501090932373,-0.12952836768995102,0.4642803325535241,0.29520253629698723,False
70,70,normal,1,1,0.8986870448905651,0.38743543071442976,17.708907282491918,0.6884882306281896,0.034396241337501514,0.37771756079100105,0.45559696833871494,0.2198412094098166,False
71,71,normal,1,1,1.0,0.2738472725051191,16.970277494407313,0.7491211580916951,0.03742416099014811,0.45120606563066556,0.4478094058291455,0.31574662717745294,False
72,72,normal,-1,-1,0.8283941053665329,0.18984267957040177,17.56951212600674,0.7263268636257569,0.028592051150365175,-0.24843326635320084,0.4414408561123209,0.26134528829497683,False
73,73,normal,1,1,0.7165053614538457,0.4803299553593757,17.93593294085607,0.7869257583307003,0.028649800630987807,0.23507142744485043,0.4448900028168823,0.23085306999330985,False
74,74,normal,1,1,0.5266341669505341,0.2887722080354539,8.544894674299488,0.579307559904819,0.04517503387692515,-0.10969335560823812,0.44587568786704923,0.31520966488501334,False
75,75,normal,-1,-1,0.6115535885457659,0.5030412916536626,11.653876205464385,0.7615713233637301,0.020967515813687172,0.04920020675614101,0.4506389918981972,0.3729515243700452,False
76,76,normal,1,1,0.9354861831027137,0.3681859546390639,10.4369486540644,0.6251185866081754,0.011636017682468254,1.0,0.4476945970593267,0.26660550072378975,False
77,77,normal,-1,-1,0.6770808156728927,0.40024989398893196,21.126031481653687,0.6968968673194942,0.03594084668565027,0.44186090925624333,0.44878830542295545,0.23881816114478974,False
78,78,normal,-1,-1,0.7429165118313488,0.3399291214477126,23.895227796264862,0.9187143624872768,0.024143589968777503,-0.5309442153029746,0.4530909097933497,0.23739872574959228,False
79,79,normal,1,1,0.8455325974579179,0.04647712523047742,4.76248796401601,0.5461335872873102,0.019638081776180843,0.1095594178144419,0.4509659457596106,0.2054739584457806,False
80,80,normal,-1,-1,0.9282289799361793,0.22899580315533788,23.456887625900894,0.6801357581218497,0.03930160202073808,-0.5312279857166922,0.4541018208178236,0.19165685661013457,False
81,81,normal,-1,-1,0.7600413078836162,0.3498702545435949,16.030038044444993,0.5610781955548516,0.02894696292758944,-0.3654398334075213,0.4495538970984181,0.2205955831340055,False
82,82,normal,1,1,0.7395333130333965,0.4084724455757342,20.639995023842282,0.732604197665725,0.017728953315754734,0.408445094345401,0.4470494910060963,0.32087303475891354,False
83,83,normal,-1,-1,0.7871621028510684,0.14967997927103485,18.087604729533226,0.8402352602807146,0.04968236462500866,-0.727983142501039,0.4444086195760932,0.25309599026552637,False
84,84,normal,-1,-1,0.7172362183360783,0.3571763687677626,22.69066116488104,0.735471755292498,0.01412616620134816,-0.9413100545423494,0.43608573711017934,0.4339771971786016,False
85,85,normal,1,-1,0.42261807967070447,0.22927672239668834,16.56458519577725,0.7008353673098228,0.02940702562012366,-0.2677079245569497,0.4394841286237214,0.27911462940920223,False
86,86,normal,-1,-1,0.8211880117533874,0.39177527677893187,8.672396263389285,0.8745115939117075,0.011341735087708908,-1.0,0.43620856968173355,0.10478963806279736,False
